"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007626","GO:0007626","locomotory behavior","178/9653","273/28891",4.7046564049699e-27,1.64815557624919e-25,5.47426591645147e-26,"110648/80297/14816/244813/14681/210274/58234/101490/12286/13385/319387/20614/16917/74342/12614/387216/232975/18227/13482/211323/53418/75786/14811/17268/11977/19056/268515/53376/74018/50873/12287/11305/240590/56717/54713/243853/20238/12661/60315/231380/13860/13014/13838/13653/11682/20655/64930/216869/14810/56226/140477/15452/227331/18472/74244/26889/57320/320840/27419/70430/22215/20315/99512/268890/16795/76192/15376/58799/12288/19156/12918/104156/18858/19211/54720/27386/68318/268980/13131/78286/14167/15572/214585/319924/11906/18742/109294/12444/18216/20520/20370/11548/14387/105171/224671/18619/17257/14708/67453/19049/229599/11820/17978/63985/320790/17920/170719/14366/17910/68212/13488/232784/15902/16513/20185/545156/11899/18605/15211/241656/216963/11941/18203/14297/20510/80912/11804/19699/64378/15212/18143/18516/75141/15430/11514/11784/13798/15194/244723/214230/13643/12005/11816/15932/16508/216856/11496/14415/11438/15258/18145/53901/76524/271564/14763/11352/231044/103199/12725/11998/22295/18754/22771/56847/60344/213827/17918/218756/11540/20273/27801/18049/21916/72129/56320/214084/13491/224129",178
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","193/9653","304/28891",4.98235811622774e-27,1.71758845485489e-25,5.70488373330668e-26,"57905/18148/319586/68955/53975/51810/50783/13548/51796/67736/67039/22668/70312/27374/217207/20624/68035/19205/192170/23879/15387/11758/67332/67367/192159/234723/227707/17975/12261/20637/16969/13207/72935/225027/107701/13211/83486/268859/76938/74111/75956/320632/20901/14105/12696/67040/27886/22722/22185/15372/230753/229700/15381/276919/20382/192196/28036/66642/72289/56844/229279/19826/83703/231769/22184/20227/76167/75062/209003/66354/107817/72193/101739/170791/71514/69562/78372/108013/56215/54723/66381/20222/20643/15388/19655/70248/74200/19317/19134/56194/68011/27981/72459/70052/15481/68183/69731/231386/28000/53890/76793/208768/66978/170771/21841/101214/101943/66603/76936/53317/110809/53817/66125/19653/67959/68816/109095/69192/68278/319322/19656/27366/20630/108014/56195/20462/17149/68879/66373/20218/78688/664883/100041953/209416/67225/93686/74255/57317/328110/69408/212880/67836/19654/12812/330361/17927/269254/20383/27756/107686/193116/215051/210510/76183/81898/68988/19652/272009/207920/66704/66492/72486/67996/66877/70567/68592/52897/108121/210529/76522/20639/224344/78651/66810/66094/230257/68675/20641/14265/237859/67684/68981/11834/60532/20638/216766/14359/54614/20826/20815/28035/382073/22258",193
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","193/9653","304/28891",4.98235811622774e-27,1.71758845485489e-25,5.70488373330668e-26,"57905/18148/319586/68955/53975/51810/50783/13548/51796/67736/67039/22668/70312/27374/217207/20624/68035/19205/192170/23879/15387/11758/67332/67367/192159/234723/227707/17975/12261/20637/16969/13207/72935/225027/107701/13211/83486/268859/76938/74111/75956/320632/20901/14105/12696/67040/27886/22722/22185/15372/230753/229700/15381/276919/20382/192196/28036/66642/72289/56844/229279/19826/83703/231769/22184/20227/76167/75062/209003/66354/107817/72193/101739/170791/71514/69562/78372/108013/56215/54723/66381/20222/20643/15388/19655/70248/74200/19317/19134/56194/68011/27981/72459/70052/15481/68183/69731/231386/28000/53890/76793/208768/66978/170771/21841/101214/101943/66603/76936/53317/110809/53817/66125/19653/67959/68816/109095/69192/68278/319322/19656/27366/20630/108014/56195/20462/17149/68879/66373/20218/78688/664883/100041953/209416/67225/93686/74255/57317/328110/69408/212880/67836/19654/12812/330361/17927/269254/20383/27756/107686/193116/215051/210510/76183/81898/68988/19652/272009/207920/66704/66492/72486/67996/66877/70567/68592/52897/108121/210529/76522/20639/224344/78651/66810/66094/230257/68675/20641/14265/237859/67684/68981/11834/60532/20638/216766/14359/54614/20826/20815/28035/382073/22258",193
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","193/9653","304/28891",4.98235811622774e-27,1.71758845485489e-25,5.70488373330668e-26,"57905/18148/319586/68955/53975/51810/50783/13548/51796/67736/67039/22668/70312/27374/217207/20624/68035/19205/192170/23879/15387/11758/67332/67367/192159/234723/227707/17975/12261/20637/16969/13207/72935/225027/107701/13211/83486/268859/76938/74111/75956/320632/20901/14105/12696/67040/27886/22722/22185/15372/230753/229700/15381/276919/20382/192196/28036/66642/72289/56844/229279/19826/83703/231769/22184/20227/76167/75062/209003/66354/107817/72193/101739/170791/71514/69562/78372/108013/56215/54723/66381/20222/20643/15388/19655/70248/74200/19317/19134/56194/68011/27981/72459/70052/15481/68183/69731/231386/28000/53890/76793/208768/66978/170771/21841/101214/101943/66603/76936/53317/110809/53817/66125/19653/67959/68816/109095/69192/68278/319322/19656/27366/20630/108014/56195/20462/17149/68879/66373/20218/78688/664883/100041953/209416/67225/93686/74255/57317/328110/69408/212880/67836/19654/12812/330361/17927/269254/20383/27756/107686/193116/215051/210510/76183/81898/68988/19652/272009/207920/66704/66492/72486/67996/66877/70567/68592/52897/108121/210529/76522/20639/224344/78651/66810/66094/230257/68675/20641/14265/237859/67684/68981/11834/60532/20638/216766/14359/54614/20826/20815/28035/382073/22258",193
"GO:0021700","GO:0021700","developmental maturation","233/9653","389/28891",5.19053884628433e-27,1.77988795041105e-25,5.91180837685963e-26,"545391/18504/23892/67077/330814/68955/80297/73181/237928/16336/14462/20190/226359/72961/28114/15078/12286/13385/66335/243961/19713/17702/12560/23829/18227/15387/14025/22631/13198/11776/213541/17095/16969/230868/12570/14155/18747/56717/18039/14461/18987/56637/71913/19726/19664/108664/381269/387150/11964/81879/66237/11972/70495/14810/12577/56484/238384/15205/18027/12323/80906/71982/21463/19015/21803/18015/67161/235611/13164/107995/20354/668253/67141/17390/20473/12512/19339/19165/72634/16500/11767/11973/270669/18858/59003/18128/13609/214290/19211/18013/16598/110935/381293/54611/19016/22410/171429/51792/16874/11765/13983/226844/12032/14182/71132/12173/16542/20370/81702/252967/56386/17257/67017/11735/22339/230594/11820/14184/235379/18457/433864/22433/12387/11966/15902/319613/18795/380713/56336/382018/100042150/18605/16596/233489/17828/20665/12606/223881/20681/110862/13382/114889/20112/16536/15251/80385/210510/17172/19699/54608/18952/233651/50915/19877/13871/12393/244667/15223/12399/11924/16846/170758/66290/102247/11677/22418/14381/14419/12043/69601/13869/18551/102607/75965/12394/12400/54352/18159/57764/67844/230126/223593/21367/11474/224650/18483/13819/56407/11352/74143/23980/18032/13138/230257/22408/14042/14561/233781/105722/80752/22249/12725/53614/12569/108153/227377/18591/12156/68703/230103/192167/20615/19878/213827/17918/194908/108672/18643/19164/18049/65945/100121/14682/241639/329628/19353/15208/73121/20910/232946/237339/15375/104416",233
"GO:0045664","GO:0045664","regulation of neuron differentiation","164/9653","245/28891",5.81852090709959e-27,1.98472810520592e-25,6.59217465652003e-26,"110648/18091/12064/20408/22628/21423/19713/18014/19205/723951/58208/69743/14025/225164/69952/17268/21907/15904/26419/208643/50779/110351/56717/54713/14461/14357/12161/56637/13605/192119/67468/12317/13684/11682/11552/387150/18222/56484/15353/15205/74117/227292/20377/11553/18131/21858/18015/15207/20315/18109/239102/668253/243937/27528/242748/20473/12053/57810/15376/14048/19014/104156/21413/18128/19211/18013/18514/18508/21815/27103/13131/216233/67207/238057/11906/14173/74203/50913/15214/14182/68585/20466/18012/58198/12484/20674/22129/11820/14184/214444/16449/20682/17755/18053/233552/15902/16412/21844/13498/16373/16814/216858/12162/19401/13392/18935/20681/69807/11785/70834/20319/17172/19699/27354/12934/68134/16918/19877/207920/387609/30957/11924/15213/170758/320705/14634/17965/12175/104360/210529/12043/212547/242316/21417/21418/20678/21406/74143/17260/723967/228839/14561/75104/266692/114606/13638/20666/14265/15567/12156/330938/30948/104318/192167/18049/192986/12159/16800/22416/723968/19353/15208/13209/15375",164
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","129/9653","177/28891",6.07061369257202e-27,2.0598768241654e-25,6.84177734985383e-26,"83560/76464/67052/51810/105988/100502766/30949/228421/16569/20842/100041286/13006/24061/192176/108989/75430/93762/16580/103733/101706/67629/67064/233406/67300/53869/54194/56150/110033/67177/11920/16211/68953/68142/66977/107047/54392/235661/52696/72124/67849/107995/68612/67141/22680/76789/52023/74393/22385/12237/56208/54141/71819/193740/59008/59014/13589/381293/72119/56399/51792/76499/78798/70799/66934/70099/109359/78906/14211/16319/18221/327799/19357/17120/11789/52563/234069/108907/81601/105513/102920/214444/18005/76707/234852/16581/70681/13494/22137/381318/14841/19384/67070/75608/225898/229841/208092/209334/66442/12617/218914/11799/106042/66371/72400/230936/193385/70218/101994/234094/68942/208718/73420/15511/20843/70385/56317/224023/26934/232933/69654/116733/12236/20479/16551/26951/71175/93759/66991/18817",129
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","279/9653","491/28891",7.14946922289982e-27,2.41331823091738e-25,8.01571521975336e-26,"13368/18148/22057/234594/71723/51810/227656/50783/28114/226517/113868/19205/378430/21379/268420/107585/192170/23879/233908/22352/217351/18577/75901/57028/12497/338359/18950/70640/213541/229096/330474/67031/13207/13115/74167/13211/108077/19704/14464/56717/27998/13081/233033/13116/237868/192119/12696/66422/70047/230753/19819/15381/16549/11486/22687/71997/229663/19826/15368/230738/14874/11920/232791/78893/15452/227331/103850/326622/14853/633285/17350/22695/15384/228859/72308/56422/110959/72416/13164/73158/22030/76025/19317/18024/12495/14573/234344/11991/67440/53893/104776/225363/233016/269523/69125/93685/100342/76014/245474/230721/213484/225929/214290/18458/71891/67493/17308/14904/110391/20778/269378/12192/50755/16341/53872/230908/24128/213449/239528/140488/381101/67207/15572/103135/100328588/214150/105446/110809/74203/56463/11783/72068/64654/13804/74480/74108/217980/75420/22608/66362/11666/227715/56055/70439/12457/108767/234069/74133/213988/327762/77134/71701/74645/17149/22339/230594/11792/13555/66373/214133/74326/236511/66446/112403/11717/15568/233789/231413/268491/24127/232449/268721/140486/381305/17161/66454/52477/56190/233833/14156/15473/619605/75388/68544/319817/194388/224794/18605/100715/213550/27756/67923/80913/244551/76768/217827/230718/17766/12193/228994/231464/80912/12028/56690/17164/22629/245944/68134/19877/207728/14198/110446/110074/109075/319885/387609/104625/72162/237400/52502/78428/56403/212943/11816/23959/77305/67993/210529/18983/14430/18585/57319/20823/109778/103677/72446/50773/210106/208194/78651/208718/12496/66583/75686/66094/67153/75553/16434/12227/208922/52830/14265/319765/56045/332397/12683/78373/234699/13423/14544/66587/353190/12846/18772/107569/19878/214597/213236/76952/14359/69724/66194/72587/50912/72544/12578/67673/218693/14204",279
"GO:0001764","GO:0001764","neuron migration","144/9653","206/28891",8.14389465428641e-27,2.73474514271659e-25,9.08331855359461e-26,"56079/54422/12386/14462/20848/14028/140570/319387/17242/18741/16917/12614/53883/319974/18227/668303/211323/22284/107934/192176/107751/19649/26419/14365/12570/18536/54713/243853/14461/56637/12661/15519/83431/20745/11878/268882/217331/16400/76454/12323/74747/20664/223701/18472/22160/20315/16795/19305/171171/71653/76089/382253/22241/195208/22326/328365/67263/18508/18007/13131/12929/16874/12568/13983/18786/23924/77579/13865/18541/18844/18208/209012/269473/19091/22339/18846/212712/12387/21974/13488/22253/14168/16177/11899/20358/18935/18212/210801/11819/20807/13797/11785/80883/12028/17172/19699/18952/59009/244667/320772/170729/30957/211064/11924/140500/17181/12767/218194/240641/100317/19283/74762/69601/545474/399558/68169/73710/102774/18213/18186/14083/18634/270120/246179/18187/239393/239719/17260/104382/67703/22174/14360/11787/12569/56876/71175/329165/19164/72129/16800/100038725/13175/15285/19353",144
"GO:0071826","GO:0071826","protein-RNA complex organization","132/9653","183/28891",8.20966642988417e-27,2.74262103773605e-25,9.10947794308906e-26,"57905/20103/56417/319586/53975/50783/27374/217207/22121/217869/75786/54127/66448/67332/21357/192159/110954/448850/13211/83486/26905/14109/320632/20901/14105/192119/15519/276919/13669/20085/192196/66405/56844/231769/11837/75062/67204/11920/72193/74778/101739/68077/68193/108013/54723/20222/30946/20643/19655/74200/229937/218629/234344/68011/27981/269523/23992/27275/69731/231386/59014/67941/28000/53890/66978/224619/239528/66603/214150/110809/68184/53817/67959/20044/20630/56195/68879/78688/236511/16785/56505/328110/69408/28109/68845/67148/12812/330361/268449/269254/27756/98985/107686/193116/55944/67025/16593/210510/20104/76183/81898/68988/272009/56351/69241/100019/67996/110816/66877/110109/67239/16418/68219/226419/19988/20641/100503670/67684/269061/432508/20054/20638/216766/235036/214498/57837/12181/20826/16865/20815/28035/22258",132
"GO:0045732","GO:0045732","positive regulation of protein catabolic process","145/9653","208/28891",8.52736870011717e-27,2.83414751515176e-25,9.41347853805107e-26,"26374/56371/27681/18245/22350/93687/12398/66498/68795/14629/54609/224727/50873/269695/26419/76892/11305/75234/231672/56637/233900/72330/15519/76375/72584/20671/170930/11551/20333/68077/77128/74244/106039/76867/71492/77006/15937/211770/53312/76843/68034/50721/107995/27373/23806/21929/56812/19165/67588/230598/269523/225055/22393/13194/14734/235406/329795/72293/208650/110616/193740/17999/227693/244058/56424/11502/56468/17246/231600/72345/26420/224703/321006/11789/232334/112406/56486/71732/229317/56438/218215/217410/11820/237353/242960/20620/210992/16971/20682/228775/13666/19358/50754/216157/108705/332110/16396/56085/64209/16835/235542/69807/20660/56469/83814/280408/238896/14084/59009/70620/56458/193670/76294/56440/22418/12795/12005/11816/19349/218203/27059/106042/69601/14694/606496/260302/65113/56736/15511/18195/18247/14265/80708/104318/30945/19684/72607/100102/78943/71816/19164/213539/23807/66615/18817",145
"GO:0060541","GO:0060541","respiratory system development","179/9653","276/28891",8.74362392320717e-27,2.89119523705641e-25,9.60295967935481e-26,"12912/19227/13615/14172/13047/18741/12614/22121/11421/101772/11790/17701/217351/22631/68897/224727/74025/11977/16842/15289/17263/21387/243853/75725/20238/21388/74178/192119/101706/74123/19664/68790/11486/18222/228790/26433/27410/16400/22431/17681/16772/15205/107817/20465/13360/114142/16776/58994/21803/14284/18109/15245/21813/19339/16878/19165/24064/15376/14048/14734/329795/26396/12918/107568/19411/18128/192236/16598/723905/26395/67669/16011/66513/16998/50785/98711/64138/244585/14173/18094/214384/116701/243931/72154/14182/16542/14180/328572/21385/15227/20683/71722/70300/18119/20674/12724/72938/13036/22339/18590/14184/320790/12387/22158/20682/68270/14179/108655/50754/20481/74777/19045/319817/22422/21834/19401/93840/18935/252973/12606/17158/20807/76123/17172/18121/13395/319939/52335/207920/56351/15223/30957/21821/16948/106522/67996/22762/74318/15901/21833/22418/14634/16974/21809/15364/14183/11774/17387/19058/11481/216725/14463/17126/104798/15258/20474/18595/30051/13819/20602/26413/99683/13138/14042/18028/12540/22414/20666/12156/12168/56847/320924/77446/12159/15285/11886/24063/12166/15375",179
"GO:0030705","GO:0030705","cytoskeleton-dependent intracellular transport","148/9653","214/28891",9.59132400395131e-27,3.15539953652835e-25,1.04805009821429e-25,"94245/20869/51810/100502766/212733/170833/16569/11777/12217/22187/11776/19324/17909/18536/67042/76779/15185/18039/14070/71923/338367/17152/83431/20655/381269/67095/80718/78802/380614/110350/60595/18472/71514/14252/228355/13426/245866/73916/75665/208943/76895/66061/17754/16574/19893/73668/385668/16561/15481/103583/68196/26395/59040/77053/213993/14533/68566/214585/73178/11778/67774/320191/15507/171567/16568/70300/11775/16594/72938/17257/12009/11735/56444/11820/56273/15114/18457/56715/217935/77097/17920/17910/17755/81907/245049/319613/67694/66196/68475/234847/16560/17921/16559/108686/17828/67661/15251/16593/17760/17281/83767/64933/74019/78317/30957/21821/75782/13518/106633/17913/15194/74052/13424/18762/216344/106042/11774/73689/19290/67166/99167/66439/16783/69697/76411/56542/54160/214952/380684/16553/68339/12540/71820/214459/117197/230917/14265/56350/13427/50850/19419/20615/12794/17918/319565/232946/208158/17912",148
