"seqnames","start","end","width","strand","gene","fold_change","bm3_signal","avg_bg_signal","log2FoldChange","padj","is_higher_than_bg","peak_id","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",106272472,106273472,1001,"-","Smarcd2",11.3387117233187,848.286221801758,74.8132806002299,-0.014960763,0.943905783,TRUE,"peak_90","Promoter (<=1kb)",11,106263179,106272972,9794,2,"83796","ENSMUST00000021052.15",0,"ENSMUSG00000078619","Smarcd2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
"chr17",32350107,32351107,1001,"-","Akap8l",2.79041067887094,346.7840234375,124.277055726369,-0.014560985,0.943637456,TRUE,"peak_91","Promoter (<=1kb)",17,32321424,32350575,29152,2,"54194","ENSMUST00000236039.1",0,"ENSMUSG00000002625","Akap8l","A kinase anchor protein 8-like"
"chr10",94035501,94036501,1001,"+","Fgd6",5.97404295596866,874.627356933594,146.404597921371,-0.015878904,0.942578119,TRUE,"peak_92","Promoter (<=1kb)",10,94036001,94145339,109339,1,"13998","ENSMUST00000020208.4",0,"ENSMUSG00000020021","Fgd6","FYVE, RhoGEF and PH domain containing 6"
"chr1",144003661,144004661,1001,"-","Rgs2",13.888122274065,948.488040527344,68.2949085419973,-0.018948507,0.942538028,TRUE,"peak_93","Promoter (<=1kb)",1,143999338,144004161,4824,2,"19735","ENSMUST00000127206.7",0,"ENSMUSG00000026360","Rgs2","regulator of G-protein signaling 2"
"chr5",77114621,77115621,1001,"-","Hopx",7.22168575213003,350.117879333496,48.4814614413579,0.035308989,0.941649937,TRUE,"peak_94","Promoter (<=1kb)",5,77086988,77115121,28134,2,"74318","ENSMUST00000081964.6",0,"ENSMUSG00000059325","Hopx","HOP homeobox"
"chr7",6382795,6383795,1001,"+","Zfp28",7.44024782242095,545.183156890869,73.274865287145,-0.021416055,0.938656121,TRUE,"peak_95","Promoter (<=1kb)",7,6383295,6396915,13621,1,"22690","ENSMUST00000081022.8",0,"ENSMUSG00000062861","Zfp28","zinc finger protein 28"
"chrX",85776319,85777319,1001,"-","Gk",12.1282251439049,1128.87976049805,93.0787272748947,0.015391041,0.937406998,TRUE,"peak_96","Promoter (<=1kb)",20,85701937,85776624,74688,2,"14933","ENSMUST00000142152.1",0,"ENSMUSG00000025059","Gk","glycerol kinase"
"chr18",56572451,56573451,1001,"-","Aldh7a1",8.22168716211504,380.12870513916,46.2348782730103,-0.012969283,0.93702034,TRUE,"peak_97","Promoter (<=1kb)",18,56524722,56572951,48230,2,"110695","ENSMUST00000174518.7",0,"ENSMUSG00000053644","Aldh7a1","aldehyde dehydrogenase family 7, member A1"
"chr15",102204224,102205224,1001,"-","Csad",14.8291626828456,770.260633300781,51.9422876243591,0.016801333,0.93699324,TRUE,"peak_98","Promoter (<=1kb)",15,102186410,102204245,17836,2,"246277","ENSMUST00000230687.1",0,"ENSMUSG00000023044","Csad","cysteine sulfinic acid decarboxylase"
"chr11",88252868,88253868,1001,"+","Gm38534",7.59015953947362,449.151580749512,59.1755125058492,-0.027921263,0.93447977,TRUE,"peak_99","Exon (ENSMUST00000206566.1/ENSMUST00000206566.1, exon 1 of 3)",11,88294058,88295261,1204,1,"74297","ENSMUST00000037268.5",-40190,"ENSMUSG00000034031","Ccdc182","coiled-coil domain containing 182"
"chr12",84450504,84451504,1001,"-","Aldh6a1",13.1328489249967,2750.92510681152,209.469028580348,0.014763852,0.934170035,TRUE,"peak_100","Promoter (<=1kb)",12,84430717,84451003,20287,2,"104776","ENSMUST00000085192.6",0,"ENSMUSG00000021238","Aldh6a1","aldehyde dehydrogenase family 6, subfamily A1"
"chr2",32395396,32396396,1001,"+","Ptges2",6.37465062610953,892.300724609375,139.976412347158,0.015167752,0.932515951,TRUE,"peak_101","Promoter (<=1kb)",2,32395896,32405772,9877,1,"96979","ENSMUST00000028162.4",0,"ENSMUSG00000026820","Ptges2","prostaglandin E synthase 2"
"chr11",70432135,70433135,1001,"+","Arrb2",4.4817428800944,400.134408569336,89.2809827057521,-0.017349773,0.932410651,TRUE,"peak_102","Promoter (<=1kb)",11,70432635,70435996,3362,1,"216869","ENSMUST00000124112.1",0,"ENSMUSG00000060216","Arrb2","arrestin, beta 2"
"chr10",62791786,62792786,1001,"-","Ccar1",3.05375732216828,129.376852294922,42.3664484914144,-0.010008722,0.931182392,TRUE,"peak_103","Promoter (<=1kb)",10,62743928,62792231,48304,2,"67500","ENSMUST00000020268.6",0,"ENSMUSG00000020074","Ccar1","cell division cycle and apoptosis regulator 1"
"chr1",21218075,21219075,1001,"+","Tmem14a",13.5595760825422,460.156412353516,33.9358995850881,-0.027572188,0.929436346,TRUE,"peak_104","Promoter (<=1kb)",1,21218575,21230167,11593,1,"75712","ENSMUST00000027065.11",0,"ENSMUSG00000025933","Tmem14a","transmembrane protein 14A"
"chr11",121672653,121673653,1001,"-","B3gntl1",8.22911485067976,1288.76630871582,156.610562873522,-0.021261183,0.929132601,TRUE,"peak_105","Promoter (<=1kb)",11,121616197,121673153,56957,2,"210004","ENSMUST00000067399.13",0,"ENSMUSG00000046605","B3gntl1","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
"chr3",79629000,79630000,1001,"-","Etfdh",14.737887789393,1337.11618591309,90.7264463551839,-0.010727226,0.927954631,TRUE,"peak_106","Promoter (<=1kb)",3,79629079,79632820,3742,1,"75939","ENSMUST00000029388.9",0,"ENSMUSG00000027811","4930579G24Rik","RIKEN cDNA 4930579G24 gene"
"chr4",11965952,11966952,1001,"-","Pdp1",6.86954947995178,584.865237609863,85.1388055820465,-0.019734328,0.927954631,TRUE,"peak_107","Promoter (<=1kb)",4,11966565,11994280,27716,1,"100503636","ENSMUST00000154194.1",0,NA,"1700123M08Rik","RIKEN cDNA 1700123M08 gene"
"chr19",31082337,31083337,1001,"+","Cstf2t",0.758065047246999,56.6858224487305,74.7769899886449,-0.010830002,0.927825831,FALSE,"peak_108","Promoter (<=1kb)",19,31082837,31087069,4233,1,"83410","ENSMUST00000066039.7",0,"ENSMUSG00000053536","Cstf2t","cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
"chr5",122283865,122284865,1001,"+","Pptc7",28.0814309006822,611.87190536499,21.7891996860504,0.015314815,0.927415475,TRUE,"peak_109","Promoter (<=1kb)",5,122284365,122324281,39917,1,"320717","ENSMUST00000053426.14",0,"ENSMUSG00000038582","Pptc7","PTC7 protein phosphatase homolog"
"chr9",107669030,107670030,1001,"-","Slc38a3",22.2979221007239,633.548677062988,28.4129020722707,0.0178479,0.926752625,TRUE,"peak_110","Promoter (<=1kb)",9,107657630,107669530,11901,2,"76257","ENSMUST00000192323.5",0,"ENSMUSG00000010064","Slc38a3","solute carrier family 38, member 3"
"chr18",43207083,43208083,1001,"+","Stk32a",29.8899734984529,1063.19021087646,35.5701289240519,-0.05995611,0.92657402,TRUE,"peak_111","Promoter (<=1kb)",18,43207583,43318682,111100,1,"269019","ENSMUST00000045477.5",0,"ENSMUSG00000039954","Stk32a","serine/threonine kinase 32A"
"chr8",119558235,119559235,1001,"-","Mbtps1",7.47891148954645,280.09451171875,37.451240345637,0.012388616,0.926019783,TRUE,"peak_112","Promoter (<=1kb)",8,119508156,119558705,50550,2,"56453","ENSMUST00000212601.1",0,"ENSMUSG00000031835","Mbtps1","membrane-bound transcription factor peptidase, site 1"
"chr5",29568742,29569742,1001,"+","Ube3c",9.57822181074542,430.144526977539,44.908599474589,0.010341935,0.925370262,TRUE,"peak_113","Promoter (<=1kb)",5,29569242,29676092,106851,1,"100763","ENSMUST00000049453.8",0,"ENSMUSG00000039000","Ube3c","ubiquitin protein ligase E3C"
"chr2",126875730,126876730,1001,"-","Trpm7",14.7400390484598,596.868809204102,40.4930276807149,0.010189325,0.92499804,TRUE,"peak_114","Promoter (<=1kb)",2,126791565,126876230,84666,2,"58800","ENSMUST00000103224.9",0,"ENSMUSG00000027365","Trpm7","transient receptor potential cation channel, subfamily M, member 7"
"chr1",177441851,177442851,1001,"+","Zbtb18",10.2188296894131,1120.04390155029,109.605887914022,0.011818868,0.924836963,TRUE,"peak_115","Promoter (<=1kb)",1,177442351,177447237,4887,1,"30928","ENSMUST00000195002.1",0,"ENSMUSG00000063659","Zbtb18","zinc finger and BTB domain containing 18"
"chr2",26933428,26934428,1001,"-","Surf4",18.7295638475119,708.905463378906,37.8495446637471,0.0112358,0.924285504,TRUE,"peak_116","Promoter (<=1kb)",2,26920040,26933928,13889,2,"20932","ENSMUST00000015011.9",0,"ENSMUSG00000014867","Surf4","surfeit gene 4"
"chr11",115276550,115277550,1001,"-","Fdxr",8.49732900999131,903.63800567627,106.343770449956,0.029885054,0.922761028,TRUE,"peak_117","Promoter (<=1kb)",11,115268024,115276914,8891,2,"14149","ENSMUST00000155130.7",0,"ENSMUSG00000018861","Fdxr","ferredoxin reductase"
"chr5",131642307,131643307,1001,"-","Gm43483",30.9488888558737,1247.42144897461,40.3058557217916,0.043734852,0.922389231,TRUE,"peak_118","Exon (ENSMUST00000196724.1/ENSMUST00000196724.1, exon 1 of 1)",5,131437788,131616605,178818,2,"319974","ENSMUST00000161804.7",-26702,"ENSMUSG00000029673","Auts2","autism susceptibility candidate 2"
"chr6",113377615,113378615,1001,"+","Arpc4",11.5716572396014,970.326214294434,83.8536947822571,0.012028863,0.922287801,TRUE,"peak_119","Promoter (<=1kb)",6,113366025,113377883,11859,2,"101206","ENSMUST00000032410.13",0,"ENSMUSG00000048930","Tada3","transcriptional adaptor 3"
"chr2",116065339,116066339,1001,"-","Meis2",9.47898604927803,383.12900088501,40.4187746340434,-0.016955131,0.922277876,TRUE,"peak_120","Promoter (<=1kb)",2,115863064,116065839,202776,2,"17536","ENSMUST00000110907.7",0,"ENSMUSG00000027210","Meis2","Meis homeobox 2"
"chr17",3114295,3115295,1001,"-","Gm21926",25.7016640078447,1137.0497668457,44.2403171443939,-0.020538934,0.920603797,TRUE,"peak_121","Promoter (<=1kb)",17,3114972,3151719,36748,1,"106583","ENSMUST00000232079.1",0,"ENSMUSG00000046201","Scaf8","SR-related CTD-associated factor 8"
"chr7",28741492,28742492,1001,"+","Sars2",4.09294960130953,526.178553222656,128.557300841014,-0.021571338,0.92040452,TRUE,"peak_122","Promoter (<=1kb)",7,28739641,28741770,2130,2,"24030","ENSMUST00000171183.1",0,"ENSMUSG00000045948","Mrps12","mitochondrial ribosomal protein S12"
"chr2",3512290,3513290,1001,"-","Gm45902",9.31935918897369,1050.3521774292,112.706480792363,0.025914425,0.920350446,TRUE,"peak_123","Promoter (<=1kb)",2,3513030,3523822,10793,1,"227526","ENSMUST00000140610.7",0,"ENSMUSG00000039496","Cdnf","cerebral dopamine neurotrophic factor"
"chr8",71463155,71464155,1001,"-","Abhd8",14.5115563854495,971.994669189453,66.9807320022583,-0.015566203,0.918798093,TRUE,"peak_124","Promoter (<=1kb)",8,71456705,71463655,6951,2,"64296","ENSMUST00000008094.9",0,"ENSMUSG00000007950","Abhd8","abhydrolase domain containing 8"
"chr19",53390078,53391078,1001,"-","Smndc1",5.80190296803474,410.138561401367,70.6903517106374,0.013211006,0.918550306,TRUE,"peak_125","Promoter (<=1kb)",19,53379396,53390578,11183,2,"76479","ENSMUST00000025997.6",0,"ENSMUSG00000025024","Smndc1","survival motor neuron domain containing 1"
"chr4",150008523,150009523,1001,"-","H6pd",14.4048323660779,931.648208251953,64.67608817482,-0.040910073,0.918550306,TRUE,"peak_126","Promoter (<=1kb)",4,149979475,150009023,29549,2,"100198","ENSMUST00000030830.3",0,"ENSMUSG00000028980","H6pd","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)"
"chr12",76765089,76766089,1001,"+","Fntb",15.7125377018019,333.445495605469,21.2216194438934,-0.020233648,0.917690164,TRUE,"peak_127","Promoter (<=1kb)",12,76765589,76920659,155071,1,"110606","ENSMUST00000125842.7",0,"ENSMUSG00000033373","Fntb","farnesyltransferase, CAAX box, beta"
"chr1",34823025,34824025,1001,"+","Gm37127",0,0,31.9947201999029,-0.028649552,0.917080596,FALSE,"peak_128","Exon (ENSMUST00000192924.1/ENSMUST00000192924.1, exon 1 of 1)",1,34817235,34842964,25730,2,"214469","ENSMUST00000170092.7",18939,"ENSMUSG00000037503","Fam168b","family with sequence similarity 168, member B"
"chr8",106414827,106415827,1001,"+","Zfp90",11.9372437222876,705.904680267334,59.1346458772024,-0.060041387,0.91599246,TRUE,"peak_129","Promoter (<=1kb)",8,106415327,106426598,11272,1,"22751","ENSMUST00000213045.1",0,"ENSMUSG00000031907","Zfp90","zinc finger protein 90"
"chr3",88685303,88686303,1001,"+","Khdc4",8.7427032471337,588.53168548584,67.3169006026586,0.013768587,0.915884184,TRUE,"peak_130","Promoter (<=1kb)",3,88685803,88712924,27122,1,"74200","ENSMUST00000029696.10",0,"ENSMUSG00000028060","Khdc4","KH domain containing 4, pre-mRNA splicing factor"
"chr6",29916512,29917512,1001,"+","Strip2",19.142422098399,1007.34039807129,52.623455532074,0.054656093,0.915449233,TRUE,"peak_131","Promoter (<=1kb)",6,29917012,29959675,42664,1,"320609","ENSMUST00000151738.3",0,"ENSMUSG00000039629","Strip2","striatin interacting protein 2"
"chr13",19394953,19395953,1001,"-","Gm42683",2.87638739565375,153.051664306641,53.2096839729945,-0.049202828,0.914151231,TRUE,"peak_132","Promoter (<=1kb)",13,19357676,19395734,38059,2,"76205","ENSMUST00000197565.2",0,"ENSMUSG00000003062","Stard3nl","STARD3 N-terminal like"
"chr1",191223954,191224954,1001,"+","D730003I15Rik",7.3408384816635,414.139978149414,56.4158957023621,-0.051631162,0.913559501,TRUE,"peak_133","Promoter (<=1kb)",1,191224454,191225835,1382,1,"100504360","ENSMUST00000139056.2",0,"ENSMUSG00000073478","D730003I15Rik","RIKEN cDNA D730003I15 gene"
"chr7",116503869,116504869,1001,"+","Nucb2",2.64913133751262,247.416557739258,93.3953535016378,-0.033329936,0.91299784,TRUE,"peak_134","Promoter (<=1kb)",7,116504369,116540584,36216,1,"53322","ENSMUST00000032895.14",0,"ENSMUSG00000030659","Nucb2","nucleobindin 2"
"chr11",29373158,29374158,1001,"+","Ccdc88a",2.51943025066736,172.057875732422,68.2923751061757,0.012310484,0.912329012,TRUE,"peak_135","Promoter (<=1kb)",11,29373658,29510808,137151,1,"108686","ENSMUST00000040182.12",0,"ENSMUSG00000032740","Ccdc88a","coiled coil domain containing 88A"
"chr2",148731967,148732967,1001,"-","Napb",7.95615095569377,523.509243164062,65.7993100029627,0.025832985,0.911657791,TRUE,"peak_136","Promoter (<=1kb)",2,148693985,148732413,38429,2,"17957","ENSMUST00000136513.1",0,"ENSMUSG00000027438","Napb","N-ethylmaleimide sensitive fusion protein attachment protein beta"
"chr7",44473038,44474038,1001,"+","5430431A17Rik",3.02154023326624,271.425587341309,89.8302079029083,-0.052200294,0.911646582,TRUE,"peak_137","Promoter (<=1kb)",7,44473538,44486138,12601,1,"71368","ENSMUST00000235440.1",0,"ENSMUSG00000108322","5430431A17Rik","RIKEN cDNA 5430431A17 gene"
"chr16",5013053,5014053,1001,"-","Rogdi",3.27098172777018,300.100946044922,91.7464452635447,0.036969184,0.911318058,TRUE,"peak_138","Promoter (<=1kb)",16,5008730,5013517,4788,2,"66049","ENSMUST00000202281.3",0,"ENSMUSG00000022540","Rogdi","rogdi homolog"
"chr7",98656283,98657283,1001,"-","Emsy",2.79077860186373,373.793551452637,133.93880517896,-0.01343597,0.91065931,TRUE,"peak_139","Promoter (<=1kb)",7,98587137,98656779,69643,2,"233545","ENSMUST00000205276.1",0,"ENSMUSG00000035401","Emsy","EMSY, BRCA2-interacting transcriptional repressor"
"chr1",119837113,119838113,1001,"-","Ptpn4",18.5289191332042,1204.90726428223,65.0284701239268,-0.012151367,0.907432824,TRUE,"peak_140","Promoter (<=1kb)",1,119652467,119837613,185147,2,"19258","ENSMUST00000064091.11",0,"ENSMUSG00000026384","Ptpn4","protein tyrosine phosphatase, non-receptor type 4"
"chr10",119454879,119455879,1001,"-","Grip1os3",16.7732107292968,584.697089355469,34.858984292984,-0.053776382,0.904418697,TRUE,"peak_141","Promoter (2-3kb)",10,119453830,120075597,621768,1,"74053","ENSMUST00000077871.13",2049,"ENSMUSG00000034813","Grip1","glutamate receptor interacting protein 1"
"chr1",171328645,171329645,1001,"+","Dedd",6.34517351937666,486.831269836426,76.7246582539876,-0.047398411,0.903334973,TRUE,"peak_142","Promoter (<=1kb)",1,171329145,171342331,13187,1,"21945","ENSMUST00000111300.7",0,"ENSMUSG00000013973","Dedd","death effector domain-containing"
"chr15",97963700,97964700,1001,"+","Tmem106c",9.84728954188983,660.224404296875,67.046307665507,-0.021233455,0.901533159,TRUE,"peak_143","Promoter (<=1kb)",15,97964200,97967277,3078,1,"380967","ENSMUST00000229433.1",0,"ENSMUSG00000052369","Tmem106c","transmembrane protein 106C"
"chr1",60180099,60181099,1001,"+","Nbeal1",6.07845612564487,543.516958007812,89.4169418636958,-0.012939857,0.901524699,TRUE,"peak_144","Promoter (<=1kb)",1,60180599,60338328,157730,1,"269198","ENSMUST00000160834.7",0,"ENSMUSG00000073664","Nbeal1","neurobeachin like 1"
"chr18",38250065,38251065,1001,"-","1700086O06Rik",14.7375167880256,1315.44269485474,89.258096446991,-0.039910101,0.901524699,TRUE,"peak_145","Promoter (<=1kb)",18,38250255,38255981,5727,1,"66839","ENSMUST00000236994.1",0,"ENSMUSG00000024442","Dele1","DAP3 binding cell death enhancer 1"
"chr3",57735562,57736562,1001,"+","Rnf13",9.26907791454524,877.629859558106,94.6836209220886,0.013459017,0.899921986,TRUE,"peak_146","Promoter (<=1kb)",3,57736062,57835231,99170,1,"24017","ENSMUST00000041826.13",0,"ENSMUSG00000036503","Rnf13","ring finger protein 13"
"chr1",74505558,74506558,1001,"+","Cnot9",25.1314210984197,1455.82391479492,57.9284358450572,-0.014714768,0.899653102,TRUE,"peak_147","Promoter (<=1kb)",1,74435511,74505803,70293,2,"319651","ENSMUST00000044260.10",0,"ENSMUSG00000033364","Usp37","ubiquitin specific peptidase 37"
"chr9",62811434,62812434,1001,"-","Fem1b",16.4924602396406,1022.34537713623,61.988651922226,0.012717713,0.898672731,TRUE,"peak_148","Promoter (<=1kb)",9,62791821,62811934,20114,2,"14155","ENSMUST00000034775.9",0,"ENSMUSG00000032244","Fem1b","fem 1 homolog b"
"chr12",108893131,108894131,1001,"+","Wdr25",12.803725252801,291.764534667969,22.7874723103841,0.046984421,0.898579763,TRUE,"peak_149","Promoter (<=1kb)",12,108893631,108898364,4734,1,"212198","ENSMUST00000221377.1",0,"ENSMUSG00000040877","Wdr25","WD repeat domain 25"
"chr3",75956449,75957449,1001,"-","Golim4",10.8805436723106,985.332058410645,90.5590830831528,-0.016179945,0.898288927,TRUE,"peak_150","Promoter (<=1kb)",3,75875084,75956929,81846,2,"73124","ENSMUST00000038563.13",0,"ENSMUSG00000034109","Golim4","golgi integral membrane protein 4"
"chr12",84616913,84617913,1001,"-","Abcd4",28.3658371774977,1614.2112286377,56.9068777535756,0.039379547,0.897921916,TRUE,"peak_151","Promoter (<=1kb)",12,84602533,84617370,14838,2,"19300","ENSMUST00000222581.1",0,"ENSMUSG00000021240","Abcd4","ATP-binding cassette, sub-family D member 4"
"chr5",114129886,114130886,1001,"+","Ung",19.8666452665041,593.867575866699,29.892695414861,0.021095691,0.895651309,TRUE,"peak_152","Promoter (<=1kb)",5,114130386,114139323,8938,1,"22256","ENSMUST00000031587.12",0,"ENSMUSG00000029591","Ung","uracil DNA glycosylase"
"chr11",116130628,116131628,1001,"-","Trim65",11.8799733010545,450.153012084961,37.8917528413137,0.034249062,0.895651309,TRUE,"peak_153","Promoter (<=1kb)",11,116121846,116131124,9279,2,"338364","ENSMUST00000106440.8",0,"ENSMUSG00000054517","Trim65","tripartite motif-containing 65"
"chr4",41348496,41349496,1001,"+","Ubap1",23.0761926546555,1664.56050744629,72.1332384573619,-0.018592855,0.895435968,TRUE,"peak_154","Promoter (<=1kb)",4,41348996,41389766,40771,1,"67123","ENSMUST00000108060.9",0,"ENSMUSG00000028437","Ubap1","ubiquitin-associated protein 1"
"chr17",35915934,35916934,1001,"+","Ppp1r10",1.32901981318774,114.705428955078,86.3082911307017,-0.016382293,0.895020618,TRUE,"peak_155","Promoter (<=1kb)",17,35916566,35932283,15718,1,"52040","ENSMUST00000087211.8",0,"ENSMUSG00000039220","Ppp1r10","protein phosphatase 1, regulatory subunit 10"
"chr1",37997510,37998510,1001,"+","Eif5b",34.8476483673474,1737.25043823242,49.8527309481303,-0.015824599,0.894829051,TRUE,"peak_156","Promoter (<=1kb)",1,37998010,38055579,57570,1,"226982","ENSMUST00000027252.7",0,"ENSMUSG00000026083","Eif5b","eukaryotic translation initiation factor 5B"
"chr8",95806244,95807244,1001,"+","4930513N10Rik",6.10554625751254,132.711312438965,21.736189825058,0.05168092,0.894829051,TRUE,"peak_157","Promoter (<=1kb)",8,95806830,95821728,14899,1,"319960","ENSMUST00000145562.7",0,"ENSMUSG00000074136","4930513N10Rik","RIKEN cDNA 4930513N10 gene"
"chr10",23796486,23797486,1001,"+","Slc18b1",9.34019315931925,376.126622802734,40.2696835479736,0.025850422,0.894786721,TRUE,"peak_158","Promoter (<=1kb)",10,23796986,23827968,30983,1,"76306","ENSMUST00000119597.7",0,"ENSMUSG00000037455","Slc18b1","solute carrier family 18, subfamily B, member 1"
"chr16",17530636,17531636,1001,"-","Thap7",5.05245369600014,295.432898986816,58.4731531969706,0.027489776,0.8940522,TRUE,"peak_159","Promoter (<=1kb)",16,17527982,17531136,3155,2,"69009","ENSMUST00000100125.11",0,"ENSMUSG00000022760","Thap7","THAP domain containing 7"
"chr12",12261639,12262639,1001,"+","Fam49a",6.62643995321571,192.731496459961,29.0852249202728,0.017136912,0.894005405,TRUE,"peak_160","Promoter (<=1kb)",12,12262139,12380965,118827,1,"76820","ENSMUST00000069066.13",0,"ENSMUSG00000020589","Cyria","CYFIP related Rac1 interactor A"
