"gene","chromosome","tss","strand","log2FoldChange","padj","bm3_signal","avg_bg_signal","fold_change","is_higher_than_bg"
"Zmpste24","chr4",121098241,"-",-0.021844463,0.842388166,0,42.5511717427572,0,FALSE
"Gm16001","chr5",124112264,"-",0.083915343,0.841465829,988.998906066895,109.905169111888,8.99865687900499,TRUE
"Ccser1","chr6",61180324,"+",0.04922525,0.840890693,414.140652099609,46.6890543899536,8.87018718864271,TRUE
"Pkp4","chr2",59160850,"+",-0.023030648,0.839408507,676.89597869873,47.3228947893778,14.3037737169592,TRUE
"Vps35l","chr7",118740226,"+",-0.025174092,0.838402427,530.179860229492,60.0797206821442,8.8246059437334,TRUE
"Csnk2b","chr17",35122053,"-",0.057600155,0.838122533,973.328467590332,45.5298777446747,21.3777966426491,TRUE
"Gm23935","chr16",11144125,"+",0.3109485,0.83709011,143.381682434082,468.007286194166,0.306366346558537,FALSE
"Bbs9","chr9",22475715,"+",0.035175925,0.834731022,70.0236630249023,61.7147789891561,1.13463361891333,FALSE
"Zbtb48","chr4",152027671,"-",0.059533107,0.833010942,426.8100390625,74.4149652633667,5.73554039233842,TRUE
"Pwwp2a","chr11",43681998,"+",0.031150066,0.831347383,1100.70439953613,127.725191266378,8.61775495204039,TRUE
"Yrdc","chr4",124850679,"+",-0.053035523,0.830858536,598.034297912598,45.9098442503611,13.0262759039505,TRUE
"Ints6","chr14",62761169,"-",-0.023888303,0.830848774,1088.70009835815,157.583102076213,6.90873630493466,TRUE
"Hs3st5","chr10",36506814,"+",0.054684913,0.830183895,1537.848859375,34.5318314679464,44.5342396855633,TRUE
"Ankrd16","chr2",11777876,"+",-0.043326199,0.828753423,1193.73695068359,130.041160266876,9.17968547984157,TRUE
"Dtnbp1","chr13",45002147,"-",0.042737162,0.828427285,647.884517456055,36.2775268217723,17.8591148354474,TRUE
"Stx6","chr1",155158715,"+",0.031556852,0.828132072,1315.44190567017,65.3800830205282,20.1199179459154,TRUE
"Gm20682","chr12",99296620,"-",0.110454275,0.828132072,0,10.1143657239278,0,FALSE
"Pcdh11x","chrX",120290259,"+",-0.024997631,0.827814903,617.541287353516,56.904682911555,10.8522050516183,TRUE
"Rabep2","chr7",126428759,"+",0.048833646,0.827443921,900.135975830078,44.4839465535482,20.2350745733975,TRUE
"Calm3","chr7",16924114,"-",0.024033847,0.827087548,1726.58144274902,153.177223338445,11.2717896637553,TRUE
"Zdhhc12","chr2",30093648,"-",-0.085953495,0.826562521,861.624876586914,39.8868999493917,21.6017007508766,TRUE
"Soat1","chr1",156474331,"-",0.026927015,0.825561614,510.173413696289,39.2724057563146,12.9906330888389,TRUE
"Osbpl3","chr6",50456201,"-",-0.040738067,0.825521088,716.241041748047,84.83219921875,8.44303281471147,TRUE
"Chaf1b","chr16",93883901,"+",0.033237926,0.82532242,1362.12472192383,64.0727834075292,21.2590221539176,TRUE
"Tarbp2","chr15",102518192,"+",0.03795075,0.824121537,1869.62980444336,194.52074243927,9.61146755352871,TRUE
"Rnls","chr19",33392295,"-",0.113258881,0.824121537,210.070662231445,16.7512927786509,12.5405641825552,TRUE
"Atf2","chr2",73892639,"-",-0.022968323,0.823608209,582.196182739258,84.7260896946589,6.87151011969763,TRUE
"Gm20554","chr13",72628564,"-",-0.090804398,0.823423878,1353.12232775879,149.802034872055,9.03273663081067,TRUE
"Irx3","chr8",91802067,"-",-0.065664282,0.822477843,1347.11913665771,93.3973935534159,14.4235196016179,TRUE
"Tmem170","chr8",111876750,"-",-0.096392032,0.822301862,438.481050415039,62.7120456663768,6.99197491894499,TRUE
"Rnpep","chr1",135284084,"-",0.04001366,0.821896642,471.492791259766,25.1446276512146,18.7512337744636,TRUE
"Gm16023","chr4",155624755,"-",-0.078976595,0.819829497,348.450874023438,63.562817085584,5.48199230305143,TRUE
"Prmt5","chr14",54517525,"-",-0.025189509,0.819306492,0,91.9757443936666,0,FALSE
"4930558J18Rik","chr1",57377544,"-",-0.069915465,0.817718148,490.832365966797,34.227495812734,14.3402943835636,TRUE
"Tecr","chr8",83607971,"-",0.037268231,0.816285194,750.918786132813,117.399737965902,6.39625606618402,TRUE
"Btbd8","chr5",107437997,"+",-0.049671876,0.816285194,350.784147705078,30.9942214822769,11.3177273352603,TRUE
"Shcbp1l","chr1",153425162,"+",-0.127357029,0.815708423,710.239976074219,20.6521278368632,34.3906439900333,TRUE
"Slc25a38","chr9",120110374,"+",-0.053318292,0.814136359,161.38787097168,21.0068577073415,7.68262789323686,TRUE
"4921514A10Rik","chr4",141115660,"+",-0.091146291,0.813737949,0,15.4682413991292,0,FALSE
"Gm42748","chr5",122165597,"+",-0.076823001,0.812020574,0,47.3188706099192,0,FALSE
"Tapt1","chr5",44226626,"-",0.028308576,0.811062853,228.743554870605,20.9840172952016,10.900846661183,TRUE
"Xrcc3","chr12",111813873,"-",-0.051569979,0.810913232,1169.72763452148,149.112496307691,7.84459829649537,TRUE
"Klhdc10","chr6",30401868,"+",-0.024982469,0.810895639,528.845630004883,91.1796072355906,5.80004286088278,TRUE
"Kdsr","chr1",106759727,"-",0.033786544,0.81049733,692.56759967041,69.5328042004903,9.96030014370579,TRUE
"mt-Nd4l","chrM",9877,"+",-0.109114863,0.810166582,0,1.6708107102712,0,FALSE
"Ptrh1","chr2",32775786,"+",0.101076792,0.809855952,751.58603527832,83.9314775314331,8.95475758778158,TRUE
"B4galt5","chr2",167349183,"-",-0.040951974,0.8092256,836.615171386719,84.5610380531947,9.89362466033625,TRUE
"Sp1","chr15",102406143,"+",0.023144821,0.808644578,7212.42590441895,485.129857723554,14.867000638268,TRUE
"Ankrd46","chr15",36496820,"-",-0.032607927,0.80820712,630.211392211914,54.5536056582133,11.5521492045876,TRUE
"Setd3","chr12",108179314,"-",0.027558749,0.808168035,1309.44129052734,105.329673046748,12.4318366577117,TRUE
"Zfp174","chr16",3847268,"+",-0.066366555,0.805681288,437.481210876465,84.9423892771403,5.15032852971796,TRUE
"Synj2bp","chr12",81532911,"-",0.036864966,0.802816336,132.544628173828,34.8122300923665,3.80741560716307,TRUE
"BC065397","chrX",136741824,"+",0.065600549,0.802816336,1790.60330474854,103.526735465368,17.2960472162047,TRUE
"Hmces","chr6",87913935,"+",-0.08640919,0.8026789,920.311214599609,25.8907383918762,35.5459624468793,TRUE
"Txlng","chrX",162829454,"-",0.036458986,0.79831353,1103.70423529053,92.6971934420268,11.9065550348165,TRUE
"Sbds","chr5",130255530,"-",-0.036583731,0.795440102,530.179364624023,38.6844834200541,13.7052202265981,TRUE
"Gm9776","chr13",94358923,"-",0.089443581,0.794423007,1177.06287719727,31.2338251028061,37.6855179704364,TRUE
"Setdb2","chr14",59440884,"-",-0.052567683,0.794371399,942.98396697998,71.8421095485687,13.125783372807,TRUE
"Asrgl1","chr19",9135636,"-",0.031647318,0.794088771,320.10767578125,36.2670385303497,8.82640791068096,TRUE
"Myt1","chr2",181763332,"+",-0.041941691,0.793232747,93.3648840332031,54.9382047513326,1.6994527661725,TRUE
"Taf9","chr13",100651579,"+",-0.120520327,0.792907174,744.250451171875,21.2101553551356,35.0893446422433,TRUE
"E230016M11Rik","chr6",67036599,"+",0.10778871,0.792709961,678.563864746094,49.1205599253972,13.8142534567333,TRUE
"Traf7","chr17",24527938,"-",-0.030604616,0.79246481,153.385262145996,175.927821046193,0.871864729716181,FALSE
"Gm45592","chr8",11637282,"+",-0.129772482,0.790032398,0,36.6974662202199,0,FALSE
"Polr3h","chr15",81926240,"-",0.037809239,0.7895141,1470.49469146729,224.980475556056,6.53609913408197,TRUE
"Gm20404","chr6",116107650,"+",0.124344073,0.789494912,410.138172302246,64.3743475659688,6.37114297557656,TRUE
"Cep85","chr4",134187112,"-",0.039789147,0.787664725,1352.78873864746,114.722251470566,11.7918600908434,TRUE
"Tango6","chr8",106683068,"+",0.04346338,0.787664725,600.2032421875,49.5100705305735,12.1228516896752,TRUE
"Rock1","chr18",10182045,"-",0.034795393,0.787426303,66.6892028808594,56.8583809741338,1.17290013782133,FALSE
"Dhx8","chr11",101732919,"+",0.0337325,0.787098181,150.384152496338,76.1986607058843,1.97357999606842,TRUE
"Gphn","chr12",78226379,"+",0.031593574,0.786492403,1246.08686425781,112.046103396734,11.1211976720481,TRUE
"Zbtb22","chr17",33915904,"+",-0.04405822,0.78628116,563.523396301269,107.159310764313,5.25874412854977,TRUE
"Dhx40","chr11",86807746,"-",0.033574244,0.785949816,614.208601928711,31.2357300268809,19.6636544559751,TRUE
"Zdhhc7","chr8",120101482,"-",-0.045224151,0.784507306,380.12798614502,21.1944994119008,17.9352188866313,TRUE
"Pola2","chr19",5964202,"-",-0.044326397,0.783649993,876.962714233398,34.4658763262431,25.4443759367192,TRUE
"Med9","chr11",59948206,"+",0.045787106,0.783649993,0,37.6284907665253,0,FALSE
"Svep1","chr4",58206859,"-",0.087488718,0.783285829,214.072205322266,44.7808087472916,4.78044526909562,TRUE
"Eif4e2","chr1",87213914,"+",0.034287367,0.782586964,732.580086181641,37.1742726504008,19.7066420928008,TRUE
"Lrrc14","chr15",76710623,"+",0.061672899,0.782029719,636.882879333496,38.9016036955516,16.3716355839162,TRUE
"Rnf4","chr5",34336289,"+",0.029717749,0.781139095,406.470296478272,93.4625618378321,4.34901728013343,TRUE
"Ninj1","chr13",49187485,"+",0.059750176,0.780396821,1377.13064804077,53.6490516885122,25.6692449297413,TRUE
"Cep19","chr16",32099800,"+",-0.061609218,0.780323165,830.28052734375,30.0109087944031,27.6659575033794,TRUE
"Pars2","chr4",106651069,"+",-0.070300352,0.779509425,120.374011199951,78.8516662851969,1.52658804652996,TRUE
"Rbm25","chr12",83631236,"+",0.02923631,0.777239583,0,3.98907712427775,0,FALSE
"BC051226","chr17",33909317,"-",0.140596255,0.776972209,1153.05538171387,94.8792451124191,12.152872636662,TRUE
"Alkbh2","chr5",114128218,"-",-0.15349387,0.775594458,314.772547851562,35.6383079134623,8.83242124221778,TRUE
"Rbsn","chr6",92214925,"-",0.039413132,0.772989712,45.8487707519531,30.4435603411992,1.50602525585373,TRUE
"Scaf11","chr15",96460843,"-",-0.027225797,0.772207197,194.398961029053,93.4604961474736,2.08001208042279,TRUE
"Rab5c","chr11",100738215,"-",0.029306052,0.771016525,216.740113525391,94.0172177203496,2.30532362880675,TRUE
"Cs","chr10",128337734,"+",-0.028171379,0.770740635,160.053925170898,105.009612547557,1.52418356079938,FALSE
"Alms1","chr6",85587531,"+",0.03280642,0.770679432,233.411950683594,40.7560402879715,5.72705172127533,TRUE
"Klhdc3","chr17",46680914,"-",0.034912145,0.770496171,341.448293334961,38.1067626056671,8.96030704230387,TRUE
"Gm11946","chr11",3530157,"+",-0.112714059,0.768164592,223.07582598877,30.6398442376455,7.28057963541109,TRUE
"Luc7l2","chr6",38551334,"+",-0.029252528,0.765550605,1109.03866625977,52.4887969245911,21.1290547934083,TRUE
"Mmgt2","chr11",62648664,"+",-0.118768083,0.765550605,564.190860717773,35.0362396284739,16.1030654745053,TRUE
"BC052040","chr2",115581716,"+",0.062199397,0.765425073,346.783813781738,43.2557022864024,8.01706585378343,TRUE
"B230369F24Rik","chr1",178318549,"-",-0.104910792,0.763980961,583.196349334717,75.2089072996775,7.75435211431688,TRUE
"Haus5","chr7",30664994,"-",-0.094130951,0.76352282,430.146211547852,17.1364708035787,25.101213457442,TRUE
"Dctn4","chr18",60526185,"+",0.029750164,0.760565086,886.964675292969,145.597406679789,6.09189885671289,TRUE
"Leng1","chr7",3665840,"-",-0.077043687,0.760304043,116.706105041504,53.4556122366587,2.18323390488584,TRUE
"2610318N02Rik","chr16",17125167,"-",-0.064354267,0.760139972,197.566460021973,45.379898144722,4.35361179947803,TRUE
"BC005624","chr2",30982201,"-",-0.047038843,0.758398072,1221.07926281738,129.562957760493,9.42460162938424,TRUE
"9530085L11Rik","chr8",13287466,"-",0.094678634,0.757518766,686.231188415527,56.3964774684906,12.1679796189209,TRUE
"Gm1976","chr17",94834799,"-",-0.06107183,0.757253993,583.529323425293,54.2310259634654,10.7600642447445,TRUE
"Ccdc107","chr4",43492900,"+",-0.067896018,0.755633668,0,80.1873529752095,0,FALSE
"Snhg10","chr12",105032279,"-",-0.151744789,0.755146124,43.3479818725586,165.294016125361,0.262247738234413,FALSE
"Ddx19a","chr8",110997800,"-",-0.039975898,0.754536226,366.790045166016,31.7971866925557,11.5352986637616,TRUE
"Vti1a","chr19",55316295,"+",-0.039817678,0.754536226,200.067338867187,66.418332939148,3.01223066002707,TRUE
"Lrrc57","chr2",120609520,"-",0.049155817,0.753480517,326.77681640625,41.3177915255229,7.90886454336247,TRUE
"Zcchc7","chr4",44755877,"+",-0.043403261,0.752557619,530.679036987305,43.2109506057103,12.2811238713451,TRUE
"Clspn","chr4",126556935,"+",-0.037133262,0.751858093,555.187364196777,50.975073056221,10.8913500444512,TRUE
"Acot8","chr2",164804882,"-",-0.093158646,0.751411474,763.589869506836,82.1829952964783,9.29133656849761,TRUE
"Dmac2","chr7",25619414,"+",0.08637476,0.751335214,376.794517822266,40.6538963565826,9.26834944718049,TRUE
"Rbl2","chr8",91070057,"+",0.04780851,0.750717275,405.303177856445,51.3787902374268,7.8885309674186,TRUE
"Tmed10","chr12",85374847,"-",-0.036298459,0.750427519,614.207978607178,67.3775530996323,9.11591398546247,TRUE
"Oaf","chr9",43239911,"-",-0.093731706,0.750427519,59.3532982177734,34.7039574712117,1.71027463559478,TRUE
"Hcn3","chr3",89160196,"-",-0.11667122,0.750026301,144.048609741211,42.7015607102712,3.37338044196034,TRUE
"Ndc1","chr4",107367784,"+",0.034787706,0.749623308,90.0304238891602,74.226967508316,1.21290720760044,FALSE
"Cyhr1","chr15",76660117,"-",0.038520453,0.747959677,1928.31616842651,142.760672691663,13.5073345625887,TRUE
"Stam","chr2",14074098,"+",-0.036113906,0.74789244,558.855293701172,49.2939327761332,11.3372024147311,TRUE
"Slc9a5","chr8",105348843,"+",0.077602994,0.747555875,341.114937591553,31.5415881376266,10.8147673510653,TRUE
"Gm45206","chr7",80209394,"+",0.123756059,0.746635307,364.122481201172,33.4435125522614,10.887686532094,TRUE
"Smim13","chr13",41249844,"+",0.038986798,0.745372504,1503.17349127197,82.0876870072683,18.3118022455533,TRUE
"Optn","chr2",5064051,"-",-0.067986538,0.744747722,420.141821289062,47.5264019050598,8.84017734244538,TRUE
"Dazap1","chr10",80261486,"+",-0.033089427,0.743445328,2098.70603192139,205.509253641764,10.2122215653596,TRUE
"Gm43312","chr5",32459828,"+",-0.073196069,0.74211452,0,12.7062738246918,0,FALSE
"Arntl","chr7",113207465,"+",0.058670904,0.741561897,1703.07417724609,165.821180768013,10.2705466778018,TRUE
"Dcaf8","chr1",172148084,"+",0.035627839,0.741152812,928.647469482422,48.5220954163869,19.1386514022805,TRUE
"Cep290","chr10",100487558,"+",-0.045894668,0.741152812,1866.29702685547,99.3005701065064,18.7944240889427,TRUE
"Serinc1","chr10",57532530,"-",-0.030774933,0.741071154,0,35.989039293925,0,FALSE
"Ankrd27","chr7",35586244,"+",-0.047368949,0.740745499,1594.53752160645,97.6189201876322,16.3343081294241,TRUE
"Actr3b","chr5",25759997,"+",-0.06339159,0.738878223,1021.34452719116,60.1948349514008,16.9673116973534,TRUE
"Gm16892","chr16",57167401,"+",0.158261026,0.738319889,1571.19454077148,31.2293976675669,50.3113943309652,TRUE
"Gm14523","chrX",23365063,"-",-0.16530589,0.737633541,302.101619018555,31.4451019722621,9.60727108740307,TRUE
"Il15ra","chr2",11705290,"+",0.088938542,0.737359303,503.50292175293,62.0546925989787,8.11385731949007,TRUE
"C130036L24Rik","chr1",86359574,"+",0.176505659,0.737359303,716.908441772461,99.591131855011,7.19851686007713,TRUE
"Ttll5","chr12",85824659,"+",-0.043502287,0.737310969,232.412025085449,78.2199972807566,2.97126097117145,TRUE
"Gm15927","chr7",3644887,"-",0.150907661,0.736712394,762.590246124268,226.802583313624,3.36235255781788,TRUE
"Rab34","chr11",78188430,"+",0.057693989,0.736595687,373.45921081543,42.8368151537577,8.71818340077201,TRUE
"Efcab2","chr1",178406085,"+",0.102225476,0.733966761,383.463318786621,66.3836634206772,5.77647118322759,TRUE
"Hspb6","chr7",30552178,"+",-0.110954575,0.733871707,118.706596435547,126.192270530701,0.940680407257331,FALSE
"Mpp5","chr12",78748907,"+",0.035484574,0.73357433,1024.01154095459,75.9092407798767,13.4899457619928,TRUE
"Senp2","chr16",22009484,"+",0.04078762,0.732757274,680.230263671875,77.4822047850291,8.77918053002162,TRUE
"Ninl","chr2",151039382,"-",-0.077049966,0.730885548,717.577052246094,53.6659268531799,13.3711852999251,TRUE
"Fto","chr8",91313525,"+",0.033816381,0.730367356,1148.72030441284,126.502418910662,9.08061928226118,TRUE
"Lpin2","chr17",71182560,"+",-0.047394382,0.72885945,0,9.45810980161031,0,FALSE
"Fam219b","chr9",57537528,"+",0.063132522,0.725289254,500.835010131836,36.8893078619639,13.5766984841762,TRUE
"Kif21b","chr1",136131389,"+",-0.043506198,0.725175606,0,89.243051044782,0,FALSE
"Heatr5b","chr17",78835364,"-",0.042286923,0.724747334,213.405200195312,85.6229157670339,2.492384174068,TRUE
"Ciao1","chr2",127247816,"-",-0.047079267,0.724635128,126.709379882812,63.7187131945292,1.98857405509708,TRUE
"D430042O09Rik","chr7",125707888,"+",0.056985256,0.721537186,0,65.0060888563792,0,FALSE
"Eif2ak3","chr6",70844515,"+",0.05870308,0.72003016,416.807696990967,196.054731351535,2.12597622162769,TRUE
"Pa2g4","chr10",128565987,"-",0.034143375,0.718373015,889.299458496094,141.074938975334,6.30373803423428,TRUE
"Tlcd1","chr11",78176711,"+",0.056147019,0.717607959,1292.93490197754,36.8676426254908,35.0696385747101,TRUE
"Nsl1","chr1",191063012,"+",-0.053032492,0.717530178,542.183033874512,53.3095911032359,10.1704594361745,TRUE
"Ddx54","chr5",120612739,"+",0.045099012,0.717522321,1055.68848901367,211.983318987528,4.98005453474281,TRUE
"Mboat2","chr12",24830879,"+",-0.036954659,0.716037884,778.928776123047,45.5515461997986,17.0999415191419,TRUE
"Yipf2","chr9",21592828,"-",-0.088609324,0.715367224,481.828899902344,26.0175586509705,18.5193740260626,TRUE
"Srp54a","chr12",55080262,"+",-0.152406141,0.715367224,256.753202819824,73.3547631626129,3.50015720520634,TRUE
"Dhx57","chr17",80290476,"-",-0.061931303,0.714994423,116.706011657715,45.6951897977193,2.55401087454373,TRUE
"Polr1b","chr2",129100995,"+",0.051394782,0.713158921,326.776585693359,67.8518212668101,4.81603263688963,TRUE
"Bysl","chr17",47611492,"-",0.045789168,0.713000394,531.513934204102,57.9687098147074,9.16897988420038,TRUE
"Tecpr1","chr5",144223615,"-",-0.052910292,0.71252586,0,77.8388341315587,0,FALSE
"Lrrc27","chr7",139212988,"+",0.158179377,0.712337844,499.502076171875,67.6531483014425,7.38327910397076,TRUE
"Ube2q1","chr3",89773616,"+",0.041132813,0.712054759,222.741713134766,30.6209220142365,7.27416741505064,TRUE
"Slain2","chr5",72914304,"+",-0.042708291,0.710360987,509.505695861816,70.4179455973307,7.23545243389108,TRUE
"Eef1akmt4","chr16",20611593,"+",0.172855789,0.709301301,1162.3937454834,48.2753118505478,24.0784305875014,TRUE
"D11Wsu47e","chr11",113684412,"+",-0.072273067,0.70842839,128.043271362305,80.2231421292623,1.59608895842038,TRUE
"Phkg2","chr7",127573340,"+",0.086761813,0.707597883,0,49.5377091852824,0,FALSE
"Tmem147os","chr7",30729579,"+",-0.136398456,0.706871006,32.6776585693359,49.031182723999,0.666466863613742,FALSE
"Tmem147os","chr7",30734739,"+",-0.136398456,0.706871006,0,31.8966423749924,0,FALSE
"Zfp579","chr7",4996158,"-",0.099232593,0.706602899,0,31.092046034495,0,FALSE
"Gm47857","chr10",43363010,"+",0.165475497,0.705822374,0,14.1167990461985,0,FALSE
"D830050J10Rik","chr6",115675968,"+",0.178887772,0.705822374,86.0290717163086,37.175280108134,2.31414723617605,TRUE
"Lbh","chr17",72918305,"+",-0.046416416,0.70512948,1095.36914306641,50.6398886696498,21.6305598579031,TRUE
"Golga5","chr12",102469135,"+",0.053807241,0.70512948,46.6824420166016,64.9765182733536,0.718450961318217,FALSE
"Eif2b2","chr12",85219481,"+",-0.057870894,0.704775868,157.386330993652,75.4388198184967,2.08627774628923,TRUE
"Cdkl5","chrX",160994704,"-",0.044177536,0.703397668,0,44.6595320746104,0,FALSE
"1700037H04Rik","chr2",131160081,"-",-0.052098567,0.702729039,840.783773406982,77.2085254071554,10.8897789327429,TRUE
"Tead4","chr6",128300823,"-",0.184427123,0.702616701,673.893285339355,29.6104803851446,22.7586069720586,TRUE
