chr,start,end,exo_signal,endo_signal,enrichment,pvalue,binding_type,binding_type_by_peaks,significant,cpg_score,cpg_name,cpg_length,region_start,region_end,region_length,distanceToTSS,tss_position,strand,geneId,SYMBOL
chr1,59481951,59483937,43.5888555151938,40.1607244033948,1.08536029074987,1,both,both,False,CpG:,1038,1986,59480735,59486031,5296,0,59483937,*,14369,Fzd7
chr1,59670696,59670900,27.7770099817164,19.9602062039598,1.39161938999437,0.7,both,both,False,CpG:,1040,204,59670014,59671740,1726,0,59670900,*,22218,Sumo1
chr1,59684856,59685215,13.0608734319753,8.46316249920277,1.5432615683801,0.7,both,both,False,CpG:,1040,359,59684610,59687821,3211,0,59685215,*,55989,Nop58
chr1,59762785,59764213,40.7989897266443,33.9274753594979,1.2025353874503,0.7,both,both,False,CpG:,1040,1428,59762095,59764913,2818,0,59764213,*,12168,Bmpr2
chr1,59912548,59913890,42.359450136662,11.1741837182644,3.7908317246856,0.1,both,both,False,CpG:,1042,1342,59912459,59914064,1605,0,59913890,*,72750,Fam117b
chr1,60098156,60098777,107.38590485264,88.1148586725276,1.21870370639454,0.2,both,both,False,CpG:,1043,621,60097018,60099291,2273,0,60098777,*,241066,Carf
chr1,60180214,60180489,65.0269262895484,51.3216042564637,1.26704781020867,0.4,both,both,False,CpG:,1044,275,60179464,60181519,2055,-110,60180379,*,269198,Nbeal1
chr1,60343255,60343657,18.4405012103095,19.7503500465976,0.933679715387434,1,both,both,False,CpG:,1045,402,60340225,60346550,6325,0,60343657,*,77951,Cyp20a1
chr1,60409278,60410251,20.0683080202509,17.5206955254711,1.14540589961604,1,both,both,False,CpG:,1045,973,60405858,60411849,5991,0,60410251,*,329165,Abi2
chr1,60566182,60567260,33.1528347406901,16.9927832408058,1.95099497656618,0.1,both,both,False,CpG:,1047,1078,60565054,60567461,2407,0,60567260,*,77300,Raph1
chr1,61638736,61639406,46.5916548894468,7.43659724969406,6.26518464360343,0.1,both,both,False,CpG:,1055,670,61637945,61640071,2126,0,61639406,*,72823,Pard3b
chr1,62702838,62703748,35.2051325392617,21.1274365452781,1.66632295706172,0.2,both,both,False,CpG:,1063,910,62702432,62707820,5388,0,62703748,*,18187,Nrp2
chr1,62705850,62707032,32.2751441420667,22.862535823262,1.41170447546014,0.2,both,both,False,CpG:,1063,1182,62702891,62708533,5642,2148,62709180,*,18187,Nrp2
chr1,63113485,63114349,43.6309250436648,32.633801070336,1.33698569007106,0.4,both,both,False,CpG:,1066,864,63112255,63116050,3795,0,63114349,*,227195,Ino80d
chr1,63176547,63177427,25.8577651801008,18.0738663201403,1.43067148567358,0.4,both,both,False,CpG:,133,880,63175628,63177960,2332,0,63177427,*,227197,Ndufs1
chr1,63445715,63446529,19.2977429568802,2.66368913815794,7.24474289452013,0.1,both,exo_only,False,CpG:,1069,814,63445245,63447553,2308,0,63446529,*,23792,Adam23
chr1,64121613,64122142,31.7676473962394,46.8647647208559,0.677857823152626,0.1,both,both,False,CpG:,1074,529,64117502,64124910,7408,-122,64122020,*,93691,Klf7
chr1,64532367,64533738,26.6604205765109,58.5796442048762,0.455114074835772,0.1,both,both,False,CpG:,1077,1371,64531726,64533889,2163,0,64533738,*,12912,Creb1
chr1,64616945,64617792,37.8702900353038,18.1712343219498,2.08407912001656,0.1,both,both,False,CpG:,1077,847,64614726,64619018,4292,0,64617792,*,67099,Mettl21a
chr1,64690534,64691585,52.5259413115069,45.240949574245,1.16102649935113,1,both,both,False,CpG:,1078,1051,64689831,64691778,1947,0,64691585,*,227210,Ccnyl1
chr1,64734847,64737979,53.8844073832178,23.5205751656163,2.29094769170394,0.1,both,both,False,CpG:,1078,3132,64734442,64740151,5709,0,64737979,*,14367,Fzd5
chr1,64956498,64956870,13.3743179599539,7.10023971401843,1.88364315834974,0.1,both,exo_only,False,CpG:,1080,372,64955454,64957960,2506,0,64956870,*,241075,Plekhm3
chr1,65178904,65179373,51.0628800535739,52.9502991683989,0.964354892333613,0.7,both,both,False,CpG:,1082,469,65176898,65180717,3819,0,65179373,*,15926,Idh1
chr1,65186379,65187053,28.6450577911965,38.497133205121,0.744082881147784,0.7,both,both,False,CpG:,1082,674,65184874,65187901,3027,0,65187053,*,15926,Idh1
chr1,66175311,66175645,33.5915021765288,14.7796865440854,2.27281560243722,0.1,both,exo_only,False,CpG:,1089,334,66172257,66177344,5087,0,66175645,*,17756,Map2
chr1,66468022,66468623,18.239921851218,6.69009000594038,2.72640903710146,0.7,both,both,False,CpG:,1092,601,66467508,66468649,1141,0,66468623,*,329178,Unc80
chr1,66700752,66701351,39.7619045765258,21.3655993642846,1.86102453287564,1,both,both,False,CpG:,1093,599,66699829,66701797,1968,0,66701351,*,66646,Rpe
chr1,66816436,66817867,30.6360030082497,29.2464898265743,1.04751042569262,1,both,both,False,CpG:,1094,1431,66814669,66819307,4638,0,66817867,*,68691,Kansl1l
chr1,66862839,66863146,32.5024580384015,53.1161256646745,0.611913192682607,0.4,both,both,False,CpG:,1095,307,66861590,66863637,2047,131,66863277,*,11363,Acadl
chr1,67038520,67038937,26.0179094840236,18.1429349160615,1.43405185568905,0.2,both,both,False,CpG:,1096,417,67036709,67039678,2969,0,67038937,*,14768,Lancl1
chr1,69107034,69108055,35.5850006646641,23.0381760044278,1.54461015741111,0.1,both,both,False,CpG:,1112,1021,69103303,69111537,8234,0,69108055,*,13869,Erbb4
chr1,71102404,71103220,36.5892282257766,20.5164891753454,1.78340591867666,0.1,both,both,False,CpG:,1127,816,71102185,71104595,2410,0,71103220,*,12021,Bard1
chr1,71556948,71557367,55.8568933845371,16.4843441217534,3.38848139616463,0.1,both,both,False,CpG:,1130,419,71556660,71559326,2666,0,71557367,*,108147,Atic
chr1,71652697,71653358,43.0686159711248,26.4430575354306,1.62873056239498,0.7,both,both,False,CpG:,1131,661,71652577,71654361,1784,0,71653358,*,100042814,Apol7d
chr1,72211749,72212422,23.8384787757773,30.4267047861008,0.783472247269671,1,both,both,False,CpG:,1135,673,72210617,72215173,4556,0,72212422,*,381269,Mreg
chr1,72536152,72536389,22.2950356756941,13.5638935125336,1.64370471171074,0.7,both,both,False,CpG:,1138,237,72535189,72537927,2738,541,72536930,*,381270,Marchf4
chr1,72536961,72537217,22.3521815013001,13.5756862709756,1.64648630317042,0.7,both,exo_only,False,CpG:,1138,256,72535196,72537927,2731,-31,72537186,*,381270,Marchf4
chr1,72710861,72711718,17.6617390287856,17.1966636868931,1.02704450993287,1,both,both,False,CpG:,1139,857,72709223,72712948,3725,0,72711718,*,19981,Rpl37a
chr1,72824693,72824937,28.7067313221541,5.85782981838232,4.90057448102541,0.1,both,exo_only,False,CpG:,1140,244,72822806,72827353,4547,190,72825127,*,16008,Igfbp2
chr1,72825362,72825653,28.7067313221541,5.85782981838232,4.90057448102541,0.1,both,exo_only,False,CpG:,1140,291,72822806,72827353,4547,40,72825693,*,16008,Igfbp2
chr1,72873698,72873966,28.4141364149505,16.2433963788344,1.74927310472919,0.1,both,both,False,CpG:,1140,268,72870242,72875432,5190,309,72874275,*,16011,Igfbp5
chr1,74098213,74098786,17.4705437194616,19.6448195003947,0.889320653677197,1,both,both,False,CpG:,1150,573,74097839,74100258,2419,-1345,74097441,*,21961,Tns1
chr1,74124244,74124923,20.9904992344552,21.1225308931093,0.993749250062773,1,both,endo_only,False,CpG:,1150,679,74121459,74126402,4943,0,74124923,*,21961,Tns1
chr1,74236580,74237193,26.2784547599318,11.6906566512025,2.24781682876888,0.4,both,exo_only,False,CpG:,1151,613,74236100,74237478,1378,30,74237223,*,76709,Arpc2
chr1,74284463,74285135,63.5424042739133,71.2545142281469,0.89176671769117,1,both,both,False,CpG:,1151,672,74283808,74287313,3505,0,74285135,*,227290,Aamp
chr1,74303866,74304355,13.8643864561663,12.2576907340814,1.13107654263276,0.4,both,endo_only,False,CpG:,1151,489,74303627,74306359,2732,0,74304355,*,69660,Tmbim1
chr1,74332449,74332824,32.6233152354243,19.0627409944456,1.71136539309483,0.4,both,both,False,CpG:,1152,375,74329026,74334202,5176,0,74332824,*,56695,Pnkd
chr1,74391332,74392430,22.1515101403407,22.7285167253263,0.974613099835828,1,both,both,False,CpG:,1152,1098,74388971,74392659,3688,0,74392430,*,227292,Ctdsp1
chr1,74505461,74506819,43.0382538283164,29.2900240400883,1.46938267341165,0.4,both,both,False,CpG:,1153,1358,74505063,74507438,2375,0,74506819,*,319651,Usp37
chr1,74587633,74588472,55.85923517618,43.0574399932024,1.29731900421852,0.7,both,both,False,CpG:,1154,839,74586100,74589260,3160,0,74588472,*,66821,Bcs1l
chr1,74601094,74601459,17.2775693763357,6.71793141967112,2.57185855243243,0.4,both,both,False,CpG:,1154,365,74598823,74602787,3964,0,74601459,*,269209,Stk36
chr1,74661672,74662164,28.9156648623217,15.1535454976927,1.90817817960322,0.2,both,both,False,CpG:,1154,492,74660773,74663387,2614,0,74662164,*,67534,Ttll4
chr1,74713618,74713831,19.4869428844691,16.3938037865376,1.1886773282276,1,both,both,False,CpG:,1155,213,74712295,74714746,2451,44,74713875,*,104086,Cyp27a1
chr1,74748732,74749045,10.5306084744854,10.2262918659988,1.02975825572694,1,both,exo_only,False,CpG:,1155,313,74748421,74751362,2941,0,74749045,*,241113,Prkag3
chr1,74771686,74772209,21.7939312638098,18.6358505141262,1.16946265732759,0.7,both,endo_only,False,CpG:,1155,523,74771194,74776411,5217,0,74772209,*,22420,Wnt6
chr1,74782669,74783024,15.1215009564093,8.11378481212226,1.86368030537577,0.4,both,endo_only,False,CpG:,1155,355,74782516,74784902,2386,230,74783254,*,22420,Wnt6
chr1,74854859,74856469,6.13204789167735,12.5540305094296,0.488452524236851,0.8,both,endo_only,False,CpG:,1156,1610,74854648,74857274,2626,0,74856469,*,12570,Cdk5r2
chr1,74881947,74882612,13.0656943931379,2.62977556367033,4.96836862188436,0.1,both,exo_only,False,CpG:,1156,665,74881379,74883506,2127,1996,74884608,*,260298,Fev
chr1,75141432,75143190,24.4314356934352,17.8579501460104,1.36809854959156,0.4,both,both,False,CpG:,1158,1758,75140376,75144064,3688,0,75143190,*,227298,Retreg2
chr1,75168558,75168942,11.5997563925825,7.67349070174051,1.51166618211337,0.7,both,both,False,CpG:,1158,384,75167542,75169681,2139,0,75168942,*,68818,Zfand2b
chr1,75210804,75211065,19.2261711587592,13.8808017682401,1.38509082398609,0.4,both,both,False,CpG:,1158,261,75208584,75211795,3211,0,75211065,*,20872,Stk16
chr1,75219212,75219982,12.8448130061503,13.5687697320422,0.946645367252252,1,both,both,False,CpG:,1158,770,75217114,75220088,2974,0,75219982,*,22145,Tuba4a
chr1,75236419,75236960,19.677753871944,14.2033104633375,1.38543432692944,0.1,both,both,False,CpG:,1159,541,75234701,75237899,3198,0,75236960,*,56812,Dnajb2
chr1,75317105,75318069,84.3927573994198,102.483429223593,0.82347710296946,0.7,both,both,False,CpG:,1159,964,75314216,75319154,4938,0,75318069,*,13437,Dnpep
chr1,75381924,75382387,20.6363874021767,2.85957813876375,7.2165845452638,0.7,both,exo_only,False,CpG:,1160,463,75380827,75383295,2468,0,75382387,*,11790,Speg
chr1,75387985,75389104,12.3651228206552,4.94691900762487,2.49956039336735,0.8,both,exo_only,False,CpG:,1160,1119,75388195,75389772,1577,2375,75391479,*,11790,Speg
chr1,75421988,75423440,9.12026538953361,10.9435155811542,0.833394471995777,0.2,both,both,False,CpG:,1160,1452,75421320,75425473,4153,-70,75423370,*,11790,Speg
chr1,75450376,75450680,8.99033405880466,18.3463470390545,0.490034012747422,0.2,both,endo_only,False,CpG:,1160,304,75445940,75453395,7455,0,75450680,*,241118,Asic4
chr1,75478669,75479786,39.1544336195368,20.0544869641861,1.95240265629632,0.4,both,both,False,CpG:,1160,1117,75477303,75481944,4641,0,75479786,*,319998,Tmem198
chr1,75486710,75486948,32.4031218981135,16.3026234095183,1.98760169355288,0.4,both,endo_only,False,CpG:,1160,238,75486797,75488835,2038,285,75487233,*,98733,Obsl1
chr1,75487636,75488078,24.8924021946722,11.588175930915,2.14808632032105,0.4,both,both,False,CpG:,1160,442,75486797,75490214,3417,0,75488078,*,98733,Obsl1
chr1,75503722,75503961,3.57662163797059,10.4310582655035,0.34288195377058,0.8,both,endo_only,False,CpG:,1161,239,75502194,75505189,2995,-42,75503919,*,98733,Obsl1
chr1,75505201,75506384,18.4145544672167,12.1018871410134,1.52162668951105,0.7,both,both,False,CpG:,1161,1183,75504901,75508607,3706,0,75506384,*,98733,Obsl1
chr1,75521431,75521985,37.3111301660538,14.4720341746368,2.57815381831008,0.4,both,exo_only,False,CpG:,1161,554,75521378,75522810,1432,0,75521985,*,71728,Stk11ip
chr1,75546264,75546756,24.3250765323639,17.457323945825,1.39340236841863,0.4,both,both,False,CpG:,1161,492,75545248,75547968,2720,0,75546756,*,20536,Slc4a3
chr1,77514349,77515453,37.1445166425565,23.5113982249005,1.57985145278248,0.2,both,both,False,CpG:,1176,1104,77512341,77516891,4550,0,77515453,*,13838,Epha4
chr1,78196631,78197287,15.1665183176331,3.66273165767296,4.14076698353293,0.2,both,exo_only,False,CpG:,1181,656,78195957,78198045,2088,0,78197287,*,18505,Pax3
chr1,78488483,78488916,26.3713891966386,27.4826681208881,0.959564372739891,1,both,both,False,CpG:,1183,433,78485959,78489893,3934,0,78488916,*,23874,Farsb
chr1,78657622,78658549,22.3776042305859,18.8585805295455,1.18660066676424,0.7,both,both,False,CpG:,1185,927,78656402,78659432,3030,0,78658549,*,195434,Utp14b
chr1,79761251,79761833,17.4735252661982,17.6368175038806,0.990741400048706,1,both,both,False,CpG:,1193,582,79758945,79763142,4197,0,79761833,*,69368,Wdfy1
chr1,79775983,79776386,62.6225429188121,25.4949661834567,2.45627087591302,0.7,both,both,False,CpG:,1193,403,79775612,79776547,935,0,79776386,*,69163,Mrpl44
chr1,79858193,79859006,55.967770313527,39.941246518482,1.4012524693647,0.2,both,both,False,CpG:,1194,813,79852750,79862673,9923,0,79859006,*,20720,Serpine2
chr1,80758071,80758785,34.7282770840146,9.19679651783277,3.77612759145816,0.1,both,both,False,CpG:,1201,714,80755635,80760383,4748,0,80758785,*,210293,Dock10
chr1,82290195,82291822,32.7719444325207,14.74193127276,2.22304281753615,0.1,both,both,False,CpG:,1212,1627,82285990,82292581,6591,0,82291822,*,16367,Irs1
chr1,82316445,82316916,72.1151974525122,41.2672297019162,1.74751729092112,0.4,both,both,False,CpG:,1213,471,82316063,82317724,1661,0,82316916,*,76867,Rhbdd1
chr1,82724792,82725181,35.4737934453266,24.0310337210125,1.47616593847599,0.4,both,both,False,CpG:,1216,389,82724084,82726375,2291,0,82725181,*,75734,Mff
chr1,82839328,82840320,21.9895026009302,13.6762698640994,1.6078581966749,0.2,both,both,False,CpG:,1217,992,82838100,82843785,5685,0,82840320,*,15463,Agfg1
chr1,84284316,84284612,28.7178905332941,16.1831470348653,1.77455537365036,1,both,both,False,CpG:,1228,296,84282620,84285255,2635,0,84284612,*,98496,Pid1
chr1,84695498,84695745,30.5305022211534,15.7159490450652,1.94264451568325,0.2,both,both,False,CpG:,1231,247,84694757,84697501,2744,-94,84695651,*,100628595,Mir5126
chr1,84838454,84840300,18.6560322543942,26.3564319452907,0.707836033842494,0.7,both,both,False,CpG:,1232,1846,84837733,84840641,2908,0,84840300,*,14897,Trip12
chr1,84934572,84935054,18.6477076279368,17.5913670584392,1.06004880496146,1,both,both,False,CpG:,19,482,84933155,84938330,5175,0,84935054,*,71781,Slc16a14
chr1,85793327,85794491,21.8062479198312,10.0179278964596,2.17672238662625,0.1,both,both,False,CpG:,1239,1164,85792097,85794780,2683,0,85794491,*,12283,Cab39
chr1,85894474,85894906,34.1716645636285,20.2223040258978,1.68980075266728,0.1,both,both,False,CpG:,1240,432,85893940,85899060,5120,0,85894906,*,64294,Itm2c
chr1,86018289,86018836,22.096490141355,5.48634514484689,4.02754284646298,0.2,both,exo_only,False,CpG:,1241,547,86018028,86019912,1884,221,86019057,*,70060,Spata3
chr1,86045856,86046583,18.1734509601405,8.5366984283715,2.12886177397827,0.4,both,endo_only,False,CpG:,1241,727,86043468,86048028,4560,0,86046583,*,72792,2810459M11Rik
chr1,86064458,86065168,30.769039977961,43.3763569535442,0.709350488122239,0.4,both,both,False,CpG:,1241,710,86063825,86065963,2138,0,86065168,*,70247,Psmd1
chr1,86154608,86155041,33.1256783600478,18.7577093663086,1.7659767359199,0.4,both,both,False,CpG:,1242,433,86153471,86156300,2829,0,86155041,*,78795,Armc9
chr1,86303140,86303984,20.5754887336968,14.5069885761614,1.41831563633457,0.7,both,exo_only,False,CpG:,1243,844,86301405,86304520,3115,0,86303984,*,227327,B3gnt7
chr1,86358611,86360007,32.9078705411094,28.4142473661833,1.15814683095474,0.4,both,both,False,CpG:,1243,1396,86357848,86361153,3305,0,86360007,*,17975,Ncl
chr1,86524827,86528579,50.6347361034598,70.6885938954747,0.716307020879946,0.7,both,both,False,CpG:,1245,3752,86524225,86529065,4840,0,86528579,*,19231,Ptma
chr1,86582144,86582638,63.6257713543272,39.7971662812525,1.59875130064976,0.4,both,both,False,CpG:,1245,494,86579798,86583699,3901,0,86582638,*,18582,Pde6d
chr1,86587037,86587467,27.2994940259171,4.22691753342224,6.45848749356001,0.2,both,exo_only,False,CpG:,1245,430,86586051,86587513,1462,0,86587467,*,26895,Cops7b
chr1,86669612,86670874,23.4076700948828,9.41173758059128,2.48707211547778,0.1,both,exo_only,False,CpG:,1246,1262,86668107,86671189,3082,0,86670874,*,18159,Nppc
chr1,86703618,86704161,32.0901161907128,17.6096670094229,1.8223011357081,0.1,both,both,False,CpG:,1246,543,86703601,86705693,2092,0,86704161,*,208718,Dis3l2
chr1,87098682,87098940,13.3066552517614,10.5666752242869,1.25930389354419,1,both,both,False,CpG:,1249,258,87098556,87100757,2201,2666,87101606,*,76768,Alpi
chr1,87213816,87214382,11.3335360149619,20.2530985044927,0.559595165769217,0.7,both,both,False,CpG:,1250,566,87212991,87215864,2873,0,87214382,*,26987,Eif4e2
chr1,87264206,87264956,21.3060004876377,14.0749768620189,1.51375030286064,0.7,both,exo_only,False,CpG:,1250,750,87262751,87264877,2126,0,87264956,*,98363,Efhd1
chr1,87326822,87327563,25.5392481457856,17.9430334472822,1.42335175492046,0.7,both,both,False,CpG:,1251,741,87326085,87328485,2400,0,87327563,*,227331,Gigyf2
chr1,87475331,87475685,20.4281631107782,11.7346683587945,1.74083855514062,0.7,both,exo_only,False,CpG:,1252,354,87474742,87476629,1887,2792,87478477,*,73234,Snorc
chr1,87509540,87510557,15.8320820876876,8.71342173444674,1.81697644968781,0.7,both,both,False,CpG:,1252,1017,87509387,87511748,2361,0,87510557,*,23956,Neu2
chr1,87755866,87756662,22.9158273107641,18.4570339343725,1.2415769181682,0.7,both,both,False,CpG:,1254,796,87754575,87756577,2002,0,87756662,*,77040,Atg16l1
chr1,87853349,87853897,41.1385707805992,22.1134245558265,1.86034373268341,0.1,both,both,False,CpG:,1255,548,87852097,87855616,3519,62,87853959,*,227333,Dgkd
chr1,88008207,88008601,14.2380478676468,23.3775818066295,0.609047077042377,0.7,both,both,False,CpG:,1256,394,88007610,88009859,2249,0,88008601,*,227334,Usp40
chr1,88205329,88205799,5.48165229688627,11.5397539501074,0.475023325504723,1,both,endo_only,False,CpG:,1257,470,88204827,88206356,1529,0,88205799,*,15504,Dnajb3
chr1,88277213,88277704,102.15989887099,47.4922128188349,2.15108736374724,0.1,both,both,False,CpG:,1258,491,88272634,88282159,9525,0,88277704,*,171382,Trpm8
chr1,88700953,88702514,33.8469818524319,20.981448006201,1.61318617487356,0.4,both,both,False,CpG:,1261,1561,88698457,88703163,4706,0,88702514,*,320982,Arl4c
chr1,89070436,89071245,70.5572002008234,49.6780199993165,1.42029010419083,0.2,both,both,False,CpG:,1264,809,89068979,89074132,5153,0,89071245,*,98402,Sh3bp4
chr1,89454368,89455875,17.3390824863792,22.7221646011328,0.763091139895834,0.7,both,both,False,CpG:,1267,1507,89452604,89455897,3293,0,89455875,*,347722,Agap1
chr1,89580254,89581800,17.38955674296,21.3543413038668,0.814333558479331,0.4,both,both,False,CpG:,1268,1546,89579766,89582650,2884,18,89581818,*,347722,Agap1
chr1,89930082,89931398,32.4150697973233,28.3269805187326,1.1443178624664,0.4,both,both,False,CpG:,1271,1316,89928830,89936761,7931,0,89931398,*,14472,Gbx2
chr1,90603176,90603710,33.1862524715061,12.7339891515956,2.60611596856494,0.1,both,both,False,CpG:,1276,534,90602252,90604894,2642,0,90603710,*,108679,Cops8
